x y z s1
-0.54423006 0.35830363 0.02288004 0.63341246
-0.45480573 -0.01419580 -0.04260190 1.64639787
-0.79487060 0.10757534 -0.21288430 0.84663143
-0.43360369 0.27132175 0.09163285 0.81462727
-0.67156218 0.11349139 -0.07716826 1.64723875
-0.36611322 -0.45785152 -0.08390184 0.24032238
-1.09770300 -0.37376521 0.34096556 -0.01573555
-0.37620375 -0.17987006 -0.37562586 0.30292487
-1.34113221 -0.13587388 0.60510375 -0.05030480
-0.49127893 -0.13989307 0.11627005 1.36582835
-0.99023959 -0.07433084 0.02486937 0.59340637
-0.62152516 0.19770153 0.08616131 1.33933666
-0.43291850 -0.17209307 0.22445385 0.75919942
-0.19276576 -0.24253738 -0.22192391 0.17986123
-0.26605392 -0.04783600 0.35095535 0.21408525
-0.71063393 0.36376139 0.03287145 0.54236753
-0.53544279 0.39117951 -0.09044262 0.53097438
-0.83528052 -0.11214105 0.11308349 0.96283685
-0.99143977 0.15936773 -0.13469283 0.40056536
-0.31304683 -0.59856508 -0.19664144 0.03792758
-1.02161704 -0.20655737 0.06191648 0.28734468
-0.64480666 -0.06334439 -0.03979622 1.88629757
-0.54915294 -0.25213401 0.17671241 0.85085513
-0.43433351 0.09625948 0.13913336 1.28723529
-0.52589550 0.50876833 -0.02177354 0.19218465
-0.67677080 -0.18838190 -0.25806567 0.79782511
-0.91111795 -0.22219933 -0.01767010 0.56985697
-0.51642622 0.01278551 -0.19138382 1.41628389
-0.37495386 0.18485317 -0.03991208 0.99558296
-0.76322904 0.13710698 0.04699340 1.23968345
-0.96203181 -0.01699506 0.06550895 0.65598168
-0.82492370 0.04746085 -0.36370562 0.35781892
-0.26595347 0.31198750 -0.06312933 0.32673524
-0.50913642 -0.60248049 -0.28908692 0.04086161
-0.67344473 -0.26803326 0.17859912 0.79141250
-0.10067587 -0.29415368 -0.20936585 0.11244044
-0.54113791 0.40277904 -0.30559358 0.25968126
-0.53774097 0.45532471 -0.41293979 0.05215353
-0.92026730 -0.10590165 -0.13014710 0.64046391
-0.39684968 0.06041493 -0.44374051 0.26521168
-0.47114740 -0.14438472 0.31861180 0.56649591
-0.75689688 -0.15915382 0.13528290 1.11340521
-0.40926838 0.11202484 -0.42139933 0.35686822
-0.46549139 -0.25857701 0.05881903 0.89710833
-0.95593361 0.11158054 -0.20164973 0.43339420
-0.92065866 0.17845503 0.06041113 0.60790723
-0.75349420 0.36279471 -0.11016311 0.57622239
-0.59197308 0.06722836 -0.15491648 1.55459414
-0.48221593 -0.13336309 -0.10290958 1.38732397
-0.25933934 -0.26014651 -0.60319508 -0.02028931
-0.19726575 0.63733199 -0.10131732 0.01669060
-1.08420951 -0.07762099 -0.07155574 0.26912735
-0.64748096 -0.27834701 0.14489029 0.82853170
-0.46887316 -0.37360140 0.17479918 0.45940132
-0.08682875 0.04299008 -0.08433129 0.24312527
-0.63550080 0.15381419 -0.43266790 0.37553671
-0.55890232 -0.09761599 0.46195625 0.29455652
-0.64354318 0.41697190 -0.27593517 0.25484118
-0.45318521 0.07985007 -0.21726181 1.06089706
-0.55565097 0.30312971 -0.08094793 0.92456952
-1.02299066 -0.00439071 -0.22560577 0.29924009
-0.68558523 -0.02039694 -0.42641305 0.41240724
-1.00391458 0.12051671 -0.13067967 0.37632010
-1.24118609 0.19621101 0.06809244 0.02475839
-0.77846871 -0.32920755 0.20895197 0.44153632
-0.51266234 0.59565057 0.10504715 0.12179278
-0.50307421 -0.04173198 0.20419397 1.26039262
-0.44372870 0.31293125 -0.13033073 0.63140347
-0.70885187 -0.11977579 0.19770043 1.16820702
-0.22540639 -0.11471012 -0.10619343 0.52495214
-0.52148069 -0.06144038 0.23801341 1.07995849
-1.16294432 -0.20667626 -0.19560408 0.03562894
-1.18008900 -0.24090961 -0.22878903 -0.00636139
-0.65027616 0.27824147 -0.06126516 0.99697831
-0.85770343 -0.01423864 0.26229341 0.61104257
-0.84398970 -0.22764372 0.13963724 0.65229653
-0.65538403 0.16187117 -0.00341170 1.51918921
-0.42458409 -0.25876953 -0.00302116 0.86970779
-0.65267250 -0.30397273 -0.39086949 0.20835012
-0.42856274 -0.08773810 -0.25557007 0.88238066
-0.62404473 0.28200471 -0.57018446 0.08748296
-0.97415967 -0.23072161 0.36529472 0.13746460
-0.52935325 0.19182931 -0.28504023 0.70530444
-0.87988397 0.11195343 0.01456858 0.85475457
-0.46281530 -0.04691775 0.06953593 1.59410761
-0.56047023 0.19444185 0.20175207 0.99575155
-1.00496800 -0.56181714 0.25043635 0.03167701
-0.30306873 -0.25515575 -0.46495885 0.11696475
-0.57524129 0.23270956 0.44939863 0.24844208
-0.47092561 -0.09292917 -0.22328266 1.11975738
-0.59713718 -0.07481618 -0.25376698 1.09331179
-0.08781109 0.44629210 0.28401217 0.00006510
-0.83021260 0.21375483 0.15990660 0.75161817
-0.48936359 0.31241632 0.15884279 0.65557125
-0.41499644 0.15922657 0.08519785 1.13618815
-1.04590278 0.02090527 -0.13904799 0.39737092
-0.91996024 0.42045415 0.43224884 0.06427504
-0.26019485 0.06380335 0.33765628 0.27909367
-0.59698670 0.05069932 -0.27336784 1.02268394
-0.50075217 0.01509648 -0.32566303 0.81293003
-0.61279928 -0.01993239 0.44939029 0.37820459
-0.37644667 0.00286136 0.06219683 1.27828329
-0.58894691 -0.05072850 -0.27060680 1.08937186
-0.63776297 -0.18652456 -0.31257888 0.69036344
-0.47219455 0.09781616 -0.44667688 0.32764377
-0.63067116 0.24892535 0.26480593 0.69543087
-0.34354079 0.00972830 -0.21126133 0.81502539
-0.87092471 0.08615123 0.09482001 0.96840159
-0.27816722 0.27499491 -0.03305716 0.41710814
-0.91105147 -0.07977665 0.05430780 0.89876015
-0.65052081 -0.14447353 0.06322120 1.54208318
-0.72598944 -0.15701652 0.07786321 1.36885878
-0.70049815 0.06102610 0.06830101 1.66094449
-0.88485725 -0.12031028 0.35944423 0.30324936
-0.89051988 -0.52916361 -0.46546129 -0.00707320
-0.59272251 0.00772932 -0.02940271 1.98921918
-0.29645254 -0.66820861 0.09898347 0.03441763
-0.20964045 -0.28194519 -0.09495163 0.23325891
-0.78822298 -0.22358651 -0.08156550 0.92738619
-0.24312868 0.45934667 -0.08398481 0.16880294
-0.12373495 0.00889412 0.43842276 0.01193297
-0.62332466 0.03276446 0.09136862 1.80645654
0.19471342 0.21282139 -0.17681613 0.22809166
-0.35775053 -0.09045813 -0.12243755 1.01470913
-0.37284966 0.00777140 0.06964398 1.25543146
-0.59650369 0.08414578 0.10624147 1.75687361
-1.08424173 0.16664317 -0.24550485 0.10430195
-0.96057478 -0.01460281 0.02099525 0.65239844
-0.77337654 0.20775796 -0.33554379 0.39945436
-0.70173594 -0.14621853 -0.01164682 1.51964467
-0.53028393 -0.25197324 0.18107067 0.91459240
-0.58424941 -0.47298656 -0.48964786 -0.02608894
-0.60307982 -0.05524183 -0.02585503 1.89103468
-0.60699561 0.05638996 0.23691240 1.16496359
-0.87777623 -0.29299290 -0.27333096 0.33194337
-0.52777083 0.31123684 -0.10783486 0.75076726
-1.22542496 -0.42599822 -0.20825918 -0.00127347
-0.73943222 -0.10209716 0.00964528 1.49355920
-0.67793658 0.26233490 -0.16900433 0.83402469
-0.81557949 0.11971888 -0.38391052 0.38747772
-0.50257707 0.02563830 -0.03686062 1.82729416
-0.20293097 -0.15555186 0.51507454 0.04442890
-0.65635786 -0.31925411 0.01747990 0.76832110
-0.86906130 -0.18793896 0.09925833 0.73770900
-0.46110448 -0.15554193 0.24685129 0.84369233
-0.31062306 0.35907544 0.13235335 0.25446270
-0.25914282 -0.47019961 -0.07947664 0.14081209
-0.81675131 0.02980647 -0.14286230 1.16759289
-0.64153946 0.47054372 -0.04242995 0.28572506
-0.49655192 -0.05806733 0.01892832 1.80246747
-0.59849583 0.11208102 0.29132688 0.88358413
-0.18815150 0.07740502 0.14738672 0.43840052
-0.88771613 -0.02196919 0.23507237 0.71188960
-0.38350784 0.05290243 0.22159849 0.83466668
-0.47730832 0.30007656 0.07233979 0.82830756
-0.68892458 0.08396031 -0.73264859 0.07234741
-0.50427857 -0.91210321 -0.43086585 -0.03844249
-0.48705785 0.11938233 -0.29060720 0.76705225
-0.77802551 0.34263525 -0.12100753 0.48758384
-0.03926992 -0.00047996 0.10200904 0.17078416
-0.19578140 0.03275678 -0.25058600 0.29093414
-0.62743186 -0.00890268 -0.34118541 0.74495263
-0.66395802 -0.18554802 0.23108944 0.96325036
-0.59134703 -0.07069894 -0.02654548 1.83016090
-0.54421950 0.15420355 -0.24992806 0.91088752
-0.86039691 0.27616980 -0.10308422 0.57778544
-0.95421052 0.11095318 0.11584245 0.58944191
-0.98267881 0.05737043 0.18389577 0.39090256
-0.50640339 0.15799537 -0.35106727 0.56307368
-0.51723996 -0.07565494 -0.12069754 1.64827041
-0.38236110 0.36981863 0.44859251 0.07866635
-0.27129803 -0.02743355 0.08818004 0.71908572
-0.40829428 0.03029449 0.03269105 1.48350497
-0.39406172 -0.01482066 -0.18232173 1.13197971
-0.70361827 0.15847759 0.00074832 1.44801451
-0.51494751 0.16751981 -0.09371037 1.38677816
-0.41093796 0.09471065 -0.30870327 0.66646648
-0.23942380 -0.12518619 -0.41377384 0.14805434
-0.86126093 -0.25526129 0.01304333 0.58711082
-0.66846263 -0.08420799 0.15492549 1.50209329
-0.51503116 0.07901197 0.10245711 1.59889286
-0.44596633 -0.52698834 -0.09110956 0.10055149
-1.14505252 0.00901498 -0.00115824 0.09898497
-0.33861693 0.29690860 0.05069376 0.57944580
-0.72509027 0.12129028 -0.13197941 1.30974051
-0.60034816 0.24653408 -0.13944284 1.03826155
-0.39858034 0.16935034 -0.23869795 0.72188482
-0.35652647 0.17464159 0.02548147 0.94836693
-0.79058086 -0.21480150 -0.13441564 0.87724098
-0.46435138 -0.23890629 0.10937806 0.98040582
-0.91043888 -0.05101715 0.02741194 0.87670390
0.01128254 -0.34432891 0.36800364 -0.01031642
-0.56253940 0.10279298 0.02958698 1.76301809
-0.48881830 -0.03842128 0.36351255 0.58836011
-0.71411779 0.28305864 -0.16109178 0.73627860
-0.61506296 -0.26799064 0.11375593 1.00221706
-0.23871851 -0.01933904 -0.04922142 0.70641102
-0.87865424 -0.05732316 -0.39819856 0.28556548
-0.82821950 0.05669651 0.32975330 0.47732306
0.10230272 -0.14664627 0.35882504 -0.02706852
-0.53906188 -0.03781191 0.10814861 1.70741468
-0.58452088 0.02759893 -0.10208329 1.76463892
-0.94952741 -0.38590630 0.16331122 0.13804332
-0.66917502 -0.14902222 0.00212641 1.60676079
-0.40126694 0.04509099 -0.16401373 1.13441649
-0.29342676 0.39479638 0.12363916 0.29427624
-0.35658412 0.31049000 0.28252483 0.30055109
-0.44647521 0.14958676 0.12991514 1.26132369
-0.87433442 0.17518079 -0.33895349 0.34614211
-0.79864986 0.32589127 0.21005504 0.45472674
-0.22815043 -0.06791860 -0.28806221 0.29237458
-0.66010930 0.02550782 0.01974718 1.88094470
-0.31657988 -0.09031761 0.08800862 0.88009769
-0.84715679 0.11257932 0.00077714 1.08115685
-0.78745333 -0.05895734 -0.04604394 1.39918852
-0.66753878 0.44283531 -0.02461150 0.33372813
-0.66097403 -0.52436274 -0.22355184 0.14597639
-0.66576836 -0.17146317 0.34542690 0.51843792
-0.64123444 0.32211106 0.01542616 0.76757964
-0.59069304 -0.02219911 0.00094906 1.94547820
-0.17030125 -0.57990268 -0.50038644 -0.00606658
-0.73579271 0.00363197 0.17252611 1.29856922
-0.48172820 -0.09606148 0.25476092 0.95057759
-0.34245115 0.04601446 0.24066439 0.72226770
-0.53183868 -0.14037076 0.17445421 1.28994885
-0.57234672 0.00033496 0.36823839 0.61553629
-1.21271803 -0.35442104 -0.29676761 -0.03740146
-0.69081516 -0.06365204 -0.37683141 0.52981163
-0.84628951 -0.21521042 0.61435602 0.06153608
-0.14956451 -0.10293735 -0.09089582 0.36177592
-0.88730100 -0.47703260 -0.02922005 0.16396103
-0.84946300 -0.02121263 -0.40005146 0.36064294
-0.79049361 0.03715677 0.09155240 1.43176844
-0.49563201 -0.33012225 0.21367143 0.48414384
-0.80005292 0.15821448 -0.00265967 1.22243596
-0.94409687 -0.07904943 0.09134094 0.64982489
-0.44675865 -0.03524697 0.38294472 0.52036655
-0.34812231 -0.06416353 0.18753045 0.87857268
-0.11655163 0.49012115 -0.30699997 -0.06032083
-0.83163328 0.37122970 -0.26457026 0.18769246
-0.93063528 -0.12154853 0.10505668 0.59974692
-0.62559918 -0.16264091 -0.16855312 1.18795217
-0.77808427 -0.21987741 0.57040822 0.10336654
-0.52562223 0.22168976 -0.12226937 1.20230578
-0.64648917 -0.17838850 -0.66292708 0.02837754
-0.94450232 -0.45265467 -0.56244594 0.04382832
-0.89883974 0.33123892 -0.01110904 0.43982835
-0.27735906 0.10274564 0.19563971 0.56905317
-0.82522425 0.13098774 0.18217856 0.86044812
-0.74416182 0.13988509 0.14154694 1.19933828
-0.73738816 -0.28069211 -0.29603208 0.44848701
-0.57837361 0.08175247 -0.19813146 1.39354978
-0.59335366 0.14263426 0.15454768 1.40140252
-0.21202997 0.31924521 -0.25032286 0.16331669
-0.17910345 -0.13274413 0.26121820 0.22574529
-0.58300334 -0.10303734 -0.45192421 0.26925641
-0.64289113 -0.38984581 0.24182481 0.37686312
-0.22080184 -0.19922775 0.07549269 0.36549854
-0.78134788 -0.15712118 0.19362368 0.93046853
-0.60963457 0.43491201 -0.12055812 0.39628187
-0.35016592 0.02435335 0.19894450 0.80556776
-0.71178941 -0.01238971 -0.02887472 1.76311989
-0.80901428 0.16552038 0.16256225 0.97227637
-0.45161133 0.38424141 0.36233620 0.15971225
-0.69373617 0.09326308 -0.15590017 1.36304495
-0.59416117 -0.14993736 0.40501758 0.45457601
-0.50907546 -0.05450728 0.29840464 0.83626028
-1.14265385 -0.50352565 0.19895966 -0.06187760
-0.58488289 0.06261158 -0.33159903 0.79359020
-0.60580843 0.50087735 0.20604990 0.13683387
-0.55757336 -0.10976348 -0.09864321 1.65608692
-1.13229947 0.06441011 0.21137078 0.09305789
-0.99390483 -0.16535422 -0.28936616 0.24580380
-0.84133780 0.01337041 -0.52110054 0.13522926
-0.44643239 0.18846377 -0.06277565 1.07923431
-1.22017713 -0.24910466 0.30822548 0.03719039
-1.29449857 -0.08688085 -0.29500019 0.00474703
-0.39885742 -0.16877849 0.10098851 1.09110931
-0.45863490 0.45905646 -0.05073549 0.30206341
-0.50598891 -0.37126387 0.29760339 0.31187081
-0.79012721 -0.14018854 -0.00556195 1.22751249
-0.99072109 0.05719251 0.24186657 0.30333935
-0.52676654 -0.39722439 -0.03095232 0.50843388
-0.41449277 -0.46949719 -0.26869150 0.11665183
-0.38086410 0.06752386 0.10299290 1.23519015
-0.13512630 0.11713819 0.16447200 0.24005479
0.07768638 -0.05345114 -0.19947069 0.08255671
-0.49305090 0.10974776 -0.13167885 1.39022844
-0.85809925 0.57746111 0.08171087 0.10604569
-0.78307135 0.22898258 -0.02728629 0.96444285
-0.66322036 0.14056822 -0.32297057 0.67910018
-0.51184320 0.47823870 0.11654442 0.29130477
-0.69405303 -0.12677632 -0.10258499 1.45195393
-0.66349067 -0.09445163 0.22907786 1.06999922
-1.03330228 0.21550001 -0.09492163 0.22943070
-0.50576305 -0.28174698 0.33215777 0.39190798
-0.28859126 0.23989763 -0.37868869 0.15740817
-0.39271973 0.10121377 -0.40131781 0.27308541
-0.60607435 0.09113362 0.13901882 1.62880924
-0.55568466 0.07280785 0.36840285 0.61404896
-0.29349152 -0.71676374 -0.07935964 0.02757668
-0.64116276 -0.43802464 0.02354576 0.41352580
-0.28781056 -0.27164196 0.08410023 0.40159611
-0.82895587 -0.16797801 0.36934841 0.33981741
-0.73563946 0.11555312 -0.46780453 0.28410234
-0.13442061 0.15066311 -0.04562496 0.32553702
-0.45611337 -0.35245486 0.29563269 0.31741686
-0.68099619 -0.05101738 -0.12291390 1.65429454
-0.74516285 0.17366765 0.06397671 1.19174861
-0.43706296 -0.00219867 0.12829995 1.39707391
-0.70471219 0.55743296 -0.39198260 -0.00018325
-0.28476567 0.34197686 -0.21303970 0.27770024
-0.04268160 0.24887257 0.24278475 0.11645797
-0.59299445 -0.05430654 -0.05235221 1.86858898
-0.50236735 0.35029657 0.04532855 0.65131423
-0.82786091 0.20610677 0.23028769 0.59533963
-0.43633512 0.18637473 -0.06773203 1.18901105
-0.83224729 -0.21704836 -0.40886581 0.14692379
-0.54076285 -0.02086220 -0.10999693 1.66135058
-1.33890471 -0.31182937 0.28021016 0.00641226
-0.76615650 0.09014792 -0.34767136 0.44104328
-0.24032363 -0.03600692 0.07251010 0.65436983
-0.01855505 0.37911003 -0.07664141 0.07464552
-0.74830505 -0.08138625 0.12747456 1.42553638
-0.62630603 -0.09881104 0.36679531 0.57251590
-0.62855247 0.57489727 0.02268564 0.13236120
-0.15367040 0.08932986 0.24074014 0.25266926
-0.78115276 -0.21343981 0.11492649 0.88533941
-0.35286169 0.01006413 -0.32159833 0.54426993
-0.94006459 -0.35678410 -0.44190553 0.06286103
-0.57262866 0.28126098 -0.00335395 1.00375264
-1.16510369 -0.04769012 -0.04069975 0.14088303
-0.07600031 -0.36428448 -0.09766940 0.06593892
-0.17353683 0.11249459 0.14082827 0.37364906
-0.57135389 0.08248588 0.19440238 1.35540443
-0.80237158 0.21951464 -0.34325075 0.36554256
-0.51790801 0.04468524 -0.15407327 1.50100882
-0.60567132 -0.15563504 -0.26792533 0.86086005
-0.68840369 -0.27599716 0.08069937 0.94765099
-0.88752137 0.17799426 -0.29536977 0.33689653
-0.74157373 -0.15615085 0.33128668 0.58543023
-0.51742751 -0.05293345 0.12467986 1.64536392
-1.12679809 -0.01078340 0.49937854 -0.00584678
-0.56691337 0.01697829 0.13703209 1.69926196
-0.37609869 -0.49936667 -0.42058162 0.00697702
-0.54742718 -0.17871914 0.32800632 0.54685580
-0.67879360 -0.48363268 -0.31700348 0.09315714
-1.28741900 -0.05853138 -0.04709603 0.03517567
-0.70611568 0.26971976 0.29962996 0.49082907
-0.64259711 -0.53367342 0.15432040 0.15647460
-0.46115994 0.07734789 0.24536994 1.01748872
-0.89120702 0.50218885 -0.23985694 0.03543105
-0.41269427 -0.42183692 -0.23256617 0.20089588
-0.22090784 -0.06522496 0.20998065 0.47278202
-0.54076115 -0.02623954 0.34096258 0.65575229
-0.65916471 -0.44518453 -0.20081002 0.24808703
-0.46220207 0.09887728 -0.39176456 0.39516101
-0.78108563 -0.14543034 -0.09136740 1.18231585
-0.94397840 -0.15709278 -0.18215262 0.44332130
-0.40711669 0.20228033 -0.03645261 1.05584684
-0.69800995 0.03498108 -0.20414378 1.30147231
-0.88670802 -0.23505530 -0.15870329 0.46350131
-0.89086845 0.04051489 0.18242892 0.71514304
-0.99677458 0.00628218 -0.05498395 0.52502918
-0.51462283 -0.00323469 -0.36339982 0.65573146
-0.91559732 0.00735589 0.25719523 0.59961584
-1.15354684 0.08643164 0.29740550 0.09808518
-0.63825647 0.13755062 -0.17576727 1.26401803
-0.62984155 -0.40522838 -0.58608583 0.02511019
-0.36430855 -0.24624873 -0.11388196 0.68926325
-0.94661056 -0.35249243 -0.04345943 0.23609729
-0.78239430 0.09449275 0.11313460 1.28352595
-0.51978759 0.05965020 0.39444205 0.41241046
-0.86689844 -0.01373372 0.28317246 0.58749890
-0.28386505 -0.35544091 -0.07808886 0.27005734
-0.26046973 0.12701978 0.04881576 0.65396324
-0.65442117 -0.09595023 0.07205477 1.78925278
